id,WorkstationGroupID,begin_date_time,end_date_time,OperatorID,basket_size,t_cash,t_card,amount
111,1,2017-12-07T17:31:01,2017-12-07T17:32:10,101,11,FALSE,TRUE,164.24
112,1,2017-12-07T17:32:18,2017-12-07T17:33:13,101,5,FALSE,TRUE,30.45
113,1,2017-12-07T17:33:20,2017-12-07T17:34:44,101,30,FALSE,TRUE,143.42
114,1,2017-12-07T17:34:51,2017-12-07T17:34:55,101,1,TRUE,FALSE,1.99
115,1,2017-12-07T17:35:12,2017-12-07T17:35:53,101,14,TRUE,FALSE,40.6
116,1,2017-12-07T17:36:04,2017-12-07T17:36:26,101,4,TRUE,FALSE,23.28
117,1,2017-12-07T17:36:39,2017-12-07T17:36:53,101,4,TRUE,FALSE,17.65
118,1,2017-12-07T17:37:05,2017-12-07T17:37:07,101,1,TRUE,FALSE,1.59
119,1,2017-12-07T17:37:26,2017-12-07T17:37:49,101,11,TRUE,FALSE,28.83
120,1,2017-12-07T17:38:00,2017-12-07T17:39:34,101,34,FALSE,TRUE,106.04
121,1,2017-12-07T17:39:41,2017-12-07T17:40:38,101,15,FALSE,TRUE,99.94
122,1,2017-12-07T17:40:50,2017-12-07T17:43:30,101,70,TRUE,FALSE,254.14
123,1,2017-12-07T17:43:52,2017-12-07T17:47:42,101,76,FALSE,TRUE,377.12
124,1,2017-12-07T17:47:53,2017-12-07T17:48:50,101,10,FALSE,TRUE,113.7
125,1,2017-12-07T17:48:58,2017-12-07T17:49:31,101,7,FALSE,TRUE,26.02
126,1,2017-12-07T17:49:40,2017-12-07T17:49:50,101,2,FALSE,TRUE,9.78
127,1,2017-12-07T17:49:56,2017-12-07T17:50:13,101,3,FALSE,TRUE,6.97
128,1,2017-12-07T17:50:22,2017-12-07T17:52:14,101,43,FALSE,TRUE,169.66
129,1,2017-12-07T17:52:20,2017-12-07T17:52:37,101,4,TRUE,FALSE,19.76
130,1,2017-12-07T17:55:05,2017-12-07T18:00:35,101,71,FALSE,TRUE,463.57
131,1,2017-12-07T18:00:50,2017-12-07T18:01:03,101,1,FALSE,TRUE,49.99
132,1,2017-12-07T18:01:20,2017-12-07T18:02:17,101,12,FALSE,TRUE,66.92
133,1,2017-12-07T18:03:16,2017-12-07T18:03:36,101,5,FALSE,TRUE,38.26
134,1,2017-12-07T18:03:48,2017-12-07T18:06:24,101,60,FALSE,TRUE,169.96
135,1,2017-12-07T18:06:40,2017-12-07T18:08:14,101,27,FALSE,TRUE,156.18
136,1,2017-12-07T18:08:22,2017-12-07T18:08:52,101,7,FALSE,TRUE,35.63
137,1,2017-12-07T18:08:58,2017-12-07T18:10:08,101,12,FALSE,TRUE,53.16
138,1,2017-12-07T18:10:19,2017-12-07T18:10:39,101,5,TRUE,FALSE,55.77
139,1,2017-12-07T18:10:57,2017-12-07T18:11:30,101,10,TRUE,FALSE,44.1
140,1,2017-12-07T18:11:43,2017-12-07T18:12:28,101,6,TRUE,FALSE,25.5
141,1,2017-12-07T18:12:39,2017-12-07T18:13:12,101,6,FALSE,TRUE,49.04
142,1,2017-12-07T18:13:30,2017-12-07T18:13:48,101,7,TRUE,FALSE,3.8
143,1,2017-12-07T18:14:09,2017-12-07T18:15:58,101,45,FALSE,TRUE,145.17
144,1,2017-12-07T18:16:06,2017-12-07T18:16:26,101,8,FALSE,TRUE,32.24
145,1,2017-12-07T18:17:56,2017-12-07T18:20:28,101,44,FALSE,TRUE,240.57
146,1,2017-12-07T18:20:36,2017-12-07T18:21:42,101,23,TRUE,FALSE,90.78
147,1,2017-12-07T18:23:46,2017-12-07T18:25:06,101,15,TRUE,FALSE,55.31
148,1,2017-12-07T18:25:14,2017-12-07T18:25:50,101,9,TRUE,FALSE,45.62
149,1,2017-12-07T18:26:10,2017-12-07T18:27:06,101,11,FALSE,TRUE,58.15
150,1,2017-12-07T18:27:16,2017-12-07T18:28:08,101,14,FALSE,TRUE,131.54
151,1,2017-12-07T18:28:20,2017-12-07T18:29:00,101,9,FALSE,TRUE,21.38
152,1,2017-12-07T18:29:07,2017-12-07T18:29:40,101,7,FALSE,TRUE,29.52
153,1,2017-12-07T18:29:59,2017-12-07T18:30:42,101,6,FALSE,TRUE,26.54
154,1,2017-12-07T18:30:53,2017-12-07T18:31:13,101,2,FALSE,TRUE,28.48
155,1,2017-12-07T18:31:21,2017-12-07T18:32:37,101,20,FALSE,TRUE,180.71
156,1,2017-12-07T18:32:51,2017-12-07T18:34:31,101,23,TRUE,FALSE,84.33
157,1,2017-12-07T18:34:47,2017-12-07T18:35:15,101,14,TRUE,FALSE,47.39
158,1,2017-12-07T18:35:34,2017-12-07T18:36:51,101,24,FALSE,TRUE,151.8
159,1,2017-12-07T18:37:01,2017-12-07T18:38:10,101,22,TRUE,FALSE,52.23
160,1,2017-12-07T18:38:22,2017-12-07T18:39:09,101,4,FALSE,TRUE,41.96
161,1,2017-12-07T18:39:17,2017-12-07T18:39:52,101,6,TRUE,FALSE,52.03
162,1,2017-12-07T18:40:08,2017-12-07T18:40:36,101,3,TRUE,FALSE,26.97
163,1,2017-12-07T18:41:06,2017-12-07T18:41:26,101,5,TRUE,FALSE,50.61
164,1,2017-12-07T18:41:43,2017-12-07T18:42:21,101,8,TRUE,FALSE,41.14
165,1,2017-12-07T18:42:32,2017-12-07T18:43:35,101,14,FALSE,TRUE,57.17
166,1,2017-12-07T18:43:49,2017-12-07T18:44:23,101,15,TRUE,FALSE,36.47
167,1,2017-12-07T18:44:37,2017-12-07T18:45:07,101,11,FALSE,TRUE,30.34
168,1,2017-12-07T18:45:25,2017-12-07T18:47:46,101,36,TRUE,FALSE,132.44
169,1,2017-12-07T18:48:08,2017-12-07T18:49:22,101,19,FALSE,TRUE,113.11
170,1,2017-12-07T18:49:39,2017-12-07T18:51:27,101,45,FALSE,TRUE,177.56
171,1,2017-12-07T18:51:38,2017-12-07T18:52:11,101,5,TRUE,FALSE,27.41
172,1,2017-12-07T18:52:35,2017-12-07T18:53:33,101,8,FALSE,TRUE,28.72
173,1,2017-12-07T18:53:48,2017-12-07T18:54:26,101,10,FALSE,TRUE,45.16
174,1,2017-12-07T18:54:40,2017-12-07T18:55:40,101,13,FALSE,TRUE,159.35
175,1,2017-12-07T18:55:47,2017-12-07T18:56:59,101,17,FALSE,TRUE,103.56
176,1,2017-12-07T18:57:08,2017-12-07T18:57:25,101,1,TRUE,FALSE,1.29
177,1,2017-12-07T18:57:36,2017-12-07T18:57:59,101,8,FALSE,TRUE,22.38
178,1,2017-12-07T18:58:08,2017-12-07T18:58:53,101,14,FALSE,TRUE,58.56
179,1,2017-12-07T18:59:06,2017-12-07T19:01:38,101,51,FALSE,TRUE,264.74
180,1,2017-12-07T19:01:54,2017-12-07T19:02:47,101,15,FALSE,TRUE,59.82
181,1,2017-12-07T19:03:01,2017-12-07T19:04:49,101,5,TRUE,FALSE,66.66
182,1,2017-12-07T19:05:05,2017-12-07T19:05:52,101,16,TRUE,FALSE,78.26
183,1,2017-12-07T19:06:07,2017-12-07T19:06:30,101,2,TRUE,FALSE,3.19
184,1,2017-12-07T19:06:46,2017-12-07T19:07:24,101,7,FALSE,TRUE,41.52
185,1,2017-12-07T19:07:32,2017-12-07T19:08:58,101,16,FALSE,TRUE,85.89
186,1,2017-12-07T19:09:05,2017-12-07T19:09:47,101,5,FALSE,TRUE,26.55
187,1,2017-12-07T19:09:54,2017-12-07T19:10:32,101,10,FALSE,TRUE,27.89
188,1,2017-12-07T19:11:02,2017-12-07T19:12:01,101,17,TRUE,FALSE,116.28
189,1,2017-12-07T19:12:32,2017-12-07T19:15:19,101,87,FALSE,TRUE,320.49
190,1,2017-12-07T19:15:30,2017-12-07T19:17:34,101,18,FALSE,TRUE,99.34
191,1,2017-12-07T19:18:01,2017-12-07T19:18:38,101,2,FALSE,TRUE,99.9
192,1,2017-12-07T19:18:50,2017-12-07T19:19:28,101,10,FALSE,TRUE,29.48
193,1,2017-12-07T19:19:34,2017-12-07T19:20:23,101,13,TRUE,FALSE,108.89
194,1,2017-12-07T19:20:42,2017-12-07T19:21:06,101,8,TRUE,FALSE,25.16
195,1,2017-12-07T19:21:31,2017-12-07T19:22:05,101,13,TRUE,FALSE,45.92
196,1,2017-12-07T19:22:34,2017-12-07T19:24:09,101,36,TRUE,FALSE,133.14
197,1,2017-12-07T19:24:30,2017-12-07T19:26:12,101,41,TRUE,FALSE,171.52
198,1,2017-12-07T19:26:38,2017-12-07T19:27:15,101,7,FALSE,TRUE,25.22
199,1,2017-12-07T19:27:24,2017-12-07T19:28:33,101,32,TRUE,FALSE,91.52
200,1,2017-12-07T19:28:50,2017-12-07T19:29:21,101,4,TRUE,FALSE,15.47
201,1,2017-12-07T19:29:41,2017-12-07T19:30:10,101,10,TRUE,FALSE,65.47
202,1,2017-12-07T19:30:25,2017-12-07T19:30:48,101,4,FALSE,TRUE,44.96
203,1,2017-12-07T19:30:58,2017-12-07T19:32:20,101,21,FALSE,TRUE,119.79
204,1,2017-12-07T19:32:44,2017-12-07T19:33:29,101,13,FALSE,TRUE,46.76
205,1,2017-12-07T19:33:43,2017-12-07T19:37:20,101,80,TRUE,FALSE,397.23
206,1,2017-12-07T19:37:49,2017-12-07T19:37:56,101,1,TRUE,FALSE,13.99
207,1,2017-12-07T19:38:33,2017-12-07T19:40:45,101,58,FALSE,TRUE,261.02
208,1,2017-12-07T19:40:57,2017-12-07T19:41:33,101,5,TRUE,FALSE,38.35
209,1,2017-12-07T19:41:53,2017-12-07T19:42:13,101,4,TRUE,FALSE,9.08
210,1,2017-12-07T19:42:25,2017-12-07T19:42:59,101,12,TRUE,FALSE,19.25
211,1,2017-12-07T19:43:13,2017-12-07T19:44:24,101,14,TRUE,FALSE,71.15
212,1,2017-12-07T19:45:05,2017-12-07T19:47:49,101,16,FALSE,TRUE,611.26
213,1,2017-12-07T19:48:06,2017-12-07T19:48:18,101,4,TRUE,FALSE,13.66
214,1,2017-12-07T19:48:32,2017-12-07T19:49:05,101,6,FALSE,TRUE,17.98
215,1,2017-12-07T19:49:16,2017-12-07T19:50:03,101,10,FALSE,TRUE,95.8
216,1,2017-12-07T19:50:14,2017-12-07T19:51:00,101,13,FALSE,TRUE,55.55
217,1,2017-12-07T19:51:17,2017-12-07T19:52:10,101,4,FALSE,TRUE,16.19
218,1,2017-12-07T19:52:21,2017-12-07T19:52:51,101,5,TRUE,FALSE,16.23
219,1,2017-12-07T19:53:08,2017-12-07T19:53:12,101,2,TRUE,FALSE,3.68
220,1,2017-12-07T19:53:37,2017-12-07T19:55:11,101,39,FALSE,TRUE,212.22
221,1,2017-12-07T20:06:43,2017-12-07T20:07:15,101,11,TRUE,FALSE,44.13
222,1,2017-12-07T20:07:35,2017-12-07T20:08:00,101,7,FALSE,TRUE,37.83
223,1,2017-12-07T20:08:13,2017-12-07T20:08:28,101,8,TRUE,FALSE,25.12
224,1,2017-12-07T20:08:56,2017-12-07T20:09:45,101,14,FALSE,TRUE,39.78
225,1,2017-12-07T20:10:05,2017-12-07T20:10:52,101,9,TRUE,FALSE,42.89
226,1,2017-12-07T20:11:08,2017-12-07T20:11:50,101,9,TRUE,FALSE,23.53
227,1,2017-12-07T20:12:25,2017-12-07T20:15:09,101,63,FALSE,TRUE,364.29
228,1,2017-12-07T20:15:22,2017-12-07T20:18:13,101,41,FALSE,TRUE,160.71
229,1,2017-12-07T20:18:25,2017-12-07T20:20:48,101,56,FALSE,TRUE,273.33
230,1,2017-12-07T20:20:56,2017-12-07T20:21:48,101,18,FALSE,TRUE,67.12
231,1,2017-12-07T20:22:22,2017-12-07T20:23:39,101,28,TRUE,FALSE,88.24
232,1,2017-12-07T20:24:28,2017-12-07T20:24:47,101,3,FALSE,TRUE,28.5
233,1,2017-12-07T20:54:06,2017-12-07T20:54:47,101,7,FALSE,TRUE,23.77
234,1,2017-12-07T20:54:57,2017-12-07T20:56:40,101,42,TRUE,FALSE,232.77
235,1,2017-12-07T20:57:01,2017-12-07T20:57:35,101,8,TRUE,FALSE,22.69
236,1,2017-12-07T20:57:58,2017-12-07T20:59:08,101,9,TRUE,FALSE,70.52
237,1,2017-12-07T20:59:33,2017-12-07T21:03:19,101,49,FALSE,TRUE,354.41
238,1,2017-12-07T21:03:36,2017-12-07T21:04:15,101,13,FALSE,TRUE,76.12
239,1,2017-12-07T21:04:24,2017-12-07T21:05:08,101,8,FALSE,TRUE,41.45
240,1,2017-12-07T21:05:23,2017-12-07T21:06:01,101,14,TRUE,FALSE,73.09
241,1,2017-12-07T21:06:17,2017-12-07T21:07:20,101,9,FALSE,TRUE,50.49
242,1,2017-12-07T21:08:18,2017-12-07T21:11:05,101,48,FALSE,TRUE,325.73
243,1,2017-12-07T21:11:28,2017-12-07T21:14:37,101,56,FALSE,TRUE,136.28
244,1,2017-12-07T21:15:02,2017-12-07T21:15:48,101,13,TRUE,FALSE,111.87
245,1,2017-12-07T21:16:29,2017-12-07T21:17:58,101,38,FALSE,TRUE,150.72
246,1,2017-12-07T21:18:29,2017-12-07T21:18:43,101,1,FALSE,TRUE,3.59
247,1,2017-12-07T21:18:52,2017-12-07T21:19:46,101,13,FALSE,TRUE,62.81
248,1,2017-12-07T21:19:53,2017-12-07T21:20:50,101,21,FALSE,TRUE,66.78
249,1,2017-12-07T21:21:04,2017-12-07T21:22:39,101,30,TRUE,FALSE,256.87
250,1,2017-12-07T21:22:55,2017-12-07T21:23:59,101,34,TRUE,FALSE,95.13
251,1,2017-12-07T21:24:15,2017-12-07T21:25:10,101,18,FALSE,TRUE,50.02
252,1,2017-12-07T21:25:22,2017-12-07T21:25:55,101,12,FALSE,TRUE,37.61
253,1,2017-12-07T21:26:15,2017-12-07T21:26:59,101,7,FALSE,TRUE,39.81
254,1,2017-12-07T21:27:10,2017-12-07T21:27:53,101,3,FALSE,TRUE,17.91
255,1,2017-12-07T21:27:59,2017-12-07T21:29:17,101,27,TRUE,FALSE,117.77
256,1,2017-12-07T21:29:34,2017-12-07T21:30:36,101,20,TRUE,FALSE,58.07
257,1,2017-12-07T21:30:58,2017-12-07T21:31:54,101,12,TRUE,FALSE,62.11
258,1,2017-12-07T21:32:14,2017-12-07T21:32:35,101,8,TRUE,FALSE,42.37
259,1,2017-12-07T21:32:53,2017-12-07T21:33:58,101,17,FALSE,TRUE,91.66
260,1,2017-12-07T21:34:07,2017-12-07T21:34:40,101,10,TRUE,FALSE,36.34
261,1,2017-12-07T21:35:05,2017-12-07T21:35:20,101,4,FALSE,TRUE,20.76
262,1,2017-12-07T21:35:26,2017-12-07T21:36:25,101,11,TRUE,FALSE,44.3
263,1,2017-12-07T21:36:42,2017-12-07T21:37:10,101,2,FALSE,TRUE,57.98
264,1,2017-12-07T21:37:30,2017-12-07T21:38:32,101,8,TRUE,FALSE,12.04
265,1,2017-12-07T21:38:52,2017-12-07T21:41:37,101,38,TRUE,FALSE,222.26
266,1,2017-12-07T21:42:12,2017-12-07T21:44:15,101,44,FALSE,TRUE,139.43
267,1,2017-12-07T21:44:23,2017-12-07T21:44:36,101,1,TRUE,FALSE,9.59
268,1,2017-12-07T21:44:45,2017-12-07T21:45:34,101,5,TRUE,FALSE,34.41
269,1,2017-12-07T21:46:05,2017-12-07T21:47:38,101,21,TRUE,FALSE,162.16
270,1,2017-12-07T21:47:59,2017-12-07T21:49:38,101,33,FALSE,TRUE,257.5
271,1,2017-12-07T21:49:50,2017-12-07T21:50:38,101,15,FALSE,TRUE,72.8
272,1,2017-12-07T21:50:54,2017-12-07T21:52:51,101,37,FALSE,TRUE,150.2
273,1,2017-12-07T21:53:14,2017-12-07T21:53:44,101,10,TRUE,FALSE,23.74
274,1,2017-12-07T21:54:22,2017-12-07T21:56:58,101,48,FALSE,TRUE,212.76
275,1,2017-12-07T21:57:22,2017-12-07T21:57:50,101,7,FALSE,TRUE,19.93
276,1,2017-12-07T21:58:11,2017-12-07T21:59:17,101,10,FALSE,TRUE,58.3
277,1,2017-12-08T14:08:15,2017-12-08T14:09:12,101,18,FALSE,TRUE,85.03
278,1,2017-12-08T14:09:33,2017-12-08T14:10:00,101,5,TRUE,FALSE,17.99
279,1,2017-12-08T14:10:14,2017-12-08T14:11:08,101,11,TRUE,FALSE,52.35
280,1,2017-12-08T14:11:22,2017-12-08T14:12:07,101,7,FALSE,TRUE,25.87
281,1,2017-12-08T14:12:15,2017-12-08T14:12:25,101,3,TRUE,FALSE,67.84
282,1,2017-12-08T14:13:25,2017-12-08T14:14:32,101,24,FALSE,TRUE,96.79
283,1,2017-12-08T14:14:42,2017-12-08T14:15:56,101,24,TRUE,FALSE,178.96
284,1,2017-12-08T14:16:13,2017-12-08T14:17:10,101,14,FALSE,TRUE,61.7
285,1,2017-12-08T14:17:22,2017-12-08T14:18:13,101,11,FALSE,TRUE,31.79
286,1,2017-12-08T14:19:26,2017-12-08T14:22:38,101,36,FALSE,TRUE,170.62
287,1,2017-12-08T14:22:47,2017-12-08T14:23:13,101,10,TRUE,FALSE,114.09
288,1,2017-12-08T14:23:29,2017-12-08T14:24:13,101,3,TRUE,FALSE,18.3
289,1,2017-12-08T14:24:29,2017-12-08T14:24:44,101,11,TRUE,FALSE,18.38
